Jahr,Rubrik,Energietraeger,TJ
1987,Energieumwandlung - Gaswerke,Elektrizität,keine Daten verfügbar
1987,Energieumwandlung - Gaswerke,Erdölprodukte,-620
1987,Energieumwandlung - Gaswerke,Fernwärme,keine Daten verfügbar
1987,Energieumwandlung - Gaswerke,Gas,510
1987,Energieumwandlung - Gaswerke,Holzenergie,keine Daten verfügbar
1987,Energieumwandlung - Gaswerke,Kernbrennstoffe,keine Daten verfügbar
1987,Energieumwandlung - Gaswerke,Kohle,keine Daten verfügbar
1987,Energieumwandlung - Gaswerke,Müll und Industrieabfälle,keine Daten verfügbar
1987,Energieumwandlung - Gaswerke,Rohöl,keine Daten verfügbar
1987,Energieumwandlung - Gaswerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1987,Energieumwandlung - Gaswerke,Wasserkraft,keine Daten verfügbar
1987,Energieumwandlung - Kernkraftwerke,Elektrizität,78120
1987,Energieumwandlung - Kernkraftwerke,Erdölprodukte,keine Daten verfügbar
1987,Energieumwandlung - Kernkraftwerke,Fernwärme,860
1987,Energieumwandlung - Kernkraftwerke,Gas,keine Daten verfügbar
1987,Energieumwandlung - Kernkraftwerke,Holzenergie,keine Daten verfügbar
1987,Energieumwandlung - Kernkraftwerke,Kernbrennstoffe,-236740
1987,Energieumwandlung - Kernkraftwerke,Kohle,keine Daten verfügbar
1987,Energieumwandlung - Kernkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
1987,Energieumwandlung - Kernkraftwerke,Rohöl,keine Daten verfügbar
1987,Energieumwandlung - Kernkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1987,Energieumwandlung - Kernkraftwerke,Wasserkraft,keine Daten verfügbar
1987,Energieumwandlung - Raffinerien,Elektrizität,keine Daten verfügbar
1987,Energieumwandlung - Raffinerien,Erdölprodukte,173670
1987,Energieumwandlung - Raffinerien,Fernwärme,keine Daten verfügbar
1987,Energieumwandlung - Raffinerien,Gas,keine Daten verfügbar
1987,Energieumwandlung - Raffinerien,Holzenergie,keine Daten verfügbar
1987,Energieumwandlung - Raffinerien,Kernbrennstoffe,keine Daten verfügbar
1987,Energieumwandlung - Raffinerien,Kohle,keine Daten verfügbar
1987,Energieumwandlung - Raffinerien,Müll und Industrieabfälle,keine Daten verfügbar
1987,Energieumwandlung - Raffinerien,Rohöl,-174260
1987,Energieumwandlung - Raffinerien,Uebrige erneuerbare Energien,keine Daten verfügbar
1987,Energieumwandlung - Raffinerien,Wasserkraft,keine Daten verfügbar
1987,Energieumwandlung - Wasserkraftwerke,Elektrizität,127480
1987,Energieumwandlung - Wasserkraftwerke,Erdölprodukte,keine Daten verfügbar
1987,Energieumwandlung - Wasserkraftwerke,Fernwärme,keine Daten verfügbar
1987,Energieumwandlung - Wasserkraftwerke,Gas,keine Daten verfügbar
1987,Energieumwandlung - Wasserkraftwerke,Holzenergie,keine Daten verfügbar
1987,Energieumwandlung - Wasserkraftwerke,Kernbrennstoffe,keine Daten verfügbar
1987,Energieumwandlung - Wasserkraftwerke,Kohle,keine Daten verfügbar
1987,Energieumwandlung - Wasserkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
1987,Energieumwandlung - Wasserkraftwerke,Rohöl,keine Daten verfügbar
1987,Energieumwandlung - Wasserkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1987,Energieumwandlung - Wasserkraftwerke,Wasserkraft,-127480
1987,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Elektrizität,3780
1987,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Erdölprodukte,-5650
1987,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Fernwärme,11490
1987,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Gas,-4490
1987,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Holzenergie,0
1987,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kernbrennstoffe,keine Daten verfügbar
1987,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kohle,-450
1987,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Müll und Industrieabfälle,-16120
1987,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Rohöl,keine Daten verfügbar
1987,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Uebrige erneuerbare Energien,keine Daten verfügbar
1987,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Wasserkraft,keine Daten verfügbar
1987,Export,Elektrizität,-79790
1987,Export,Erdölprodukte,-6740
1987,Export,Fernwärme,keine Daten verfügbar
1987,Export,Gas,-1620
1987,Export,Holzenergie,keine Daten verfügbar
1987,Export,Kernbrennstoffe,keine Daten verfügbar
1987,Export,Kohle,-370
1987,Export,Müll und Industrieabfälle,keine Daten verfügbar
1987,Export,Rohöl,keine Daten verfügbar
1987,Export,Uebrige erneuerbare Energien,keine Daten verfügbar
1987,Export,Wasserkraft,keine Daten verfügbar
1987,Import,Elektrizität,45760
1987,Import,Erdölprodukte,328350
1987,Import,Fernwärme,keine Daten verfügbar
1987,Import,Gas,59590
1987,Import,Holzenergie,500
1987,Import,Kernbrennstoffe,236740
1987,Import,Kohle,16810
1987,Import,Müll und Industrieabfälle,keine Daten verfügbar
1987,Import,Rohöl,174090
1987,Import,Uebrige erneuerbare Energien,keine Daten verfügbar
1987,Import,Wasserkraft,keine Daten verfügbar
1987,Inlandproduktion,Elektrizität,keine Daten verfügbar
1987,Inlandproduktion,Erdölprodukte,keine Daten verfügbar
1987,Inlandproduktion,Fernwärme,keine Daten verfügbar
1987,Inlandproduktion,Gas,300
1987,Inlandproduktion,Holzenergie,25880
1987,Inlandproduktion,Kernbrennstoffe,keine Daten verfügbar
1987,Inlandproduktion,Kohle,0
1987,Inlandproduktion,Müll und Industrieabfälle,22680
1987,Inlandproduktion,Rohöl,0
1987,Inlandproduktion,Uebrige erneuerbare Energien,keine Daten verfügbar
1987,Inlandproduktion,Wasserkraft,127480
1987,Lagerveränderung,Elektrizität,keine Daten verfügbar
1987,Lagerveränderung,Erdölprodukte,27090
1987,Lagerveränderung,Fernwärme,keine Daten verfügbar
1987,Lagerveränderung,Gas,keine Daten verfügbar
1987,Lagerveränderung,Holzenergie,keine Daten verfügbar
1987,Lagerveränderung,Kernbrennstoffe,keine Daten verfügbar
1987,Lagerveränderung,Kohle,430
1987,Lagerveränderung,Müll und Industrieabfälle,keine Daten verfügbar
1987,Lagerveränderung,Rohöl,170
1987,Lagerveränderung,Uebrige erneuerbare Energien,keine Daten verfügbar
1987,Lagerveränderung,Wasserkraft,keine Daten verfügbar
1987,Nichtenergetischer Verbrauch,Elektrizität,keine Daten verfügbar
1987,Nichtenergetischer Verbrauch,Erdölprodukte,-23490
1987,Nichtenergetischer Verbrauch,Fernwärme,keine Daten verfügbar
1987,Nichtenergetischer Verbrauch,Gas,keine Daten verfügbar
1987,Nichtenergetischer Verbrauch,Holzenergie,keine Daten verfügbar
1987,Nichtenergetischer Verbrauch,Kernbrennstoffe,keine Daten verfügbar
1987,Nichtenergetischer Verbrauch,Kohle,keine Daten verfügbar
1987,Nichtenergetischer Verbrauch,Müll und Industrieabfälle,keine Daten verfügbar
1987,Nichtenergetischer Verbrauch,Rohöl,keine Daten verfügbar
1987,Nichtenergetischer Verbrauch,Uebrige erneuerbare Energien,keine Daten verfügbar
1987,Nichtenergetischer Verbrauch,Wasserkraft,keine Daten verfügbar
1988,Bruttoverbrauch,Elektrizität,-34640
1988,Bruttoverbrauch,Erdölprodukte,358250
1988,Bruttoverbrauch,Fernwärme,0
1988,Bruttoverbrauch,Gas,58680
1988,Bruttoverbrauch,Holzenergie,25010
1988,Bruttoverbrauch,Kernbrennstoffe,234570
1988,Bruttoverbrauch,Kohle,14400
1988,Bruttoverbrauch,Müll und Industrieabfälle,22790
1988,Bruttoverbrauch,Rohöl,167730
1988,Bruttoverbrauch,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Bruttoverbrauch,Wasserkraft,131180
1988,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Elektrizität,-18050
1988,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Erdölprodukte,-6790
1988,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Fernwärme,-1070
1988,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Gas,-1190
1988,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Holzenergie,keine Daten verfügbar
1988,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kernbrennstoffe,keine Daten verfügbar
1988,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kohle,keine Daten verfügbar
1988,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Müll und Industrieabfälle,keine Daten verfügbar
1988,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Rohöl,keine Daten verfügbar
1988,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Uebrige erneuerbare Energien,keine Daten verfügbar
1988,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Wasserkraft,keine Daten verfügbar
1988,Endverbrauch - Dienstleistungen,Elektrizität,42130
1988,Endverbrauch - Dienstleistungen,Erdölprodukte,62180
1988,Endverbrauch - Dienstleistungen,Fernwärme,4520
1988,Endverbrauch - Dienstleistungen,Gas,13050
1988,Endverbrauch - Dienstleistungen,Holzenergie,1160
1988,Endverbrauch - Dienstleistungen,Kernbrennstoffe,keine Daten verfügbar
1988,Endverbrauch - Dienstleistungen,Kohle,40
1988,Endverbrauch - Dienstleistungen,Müll und Industrieabfälle,0
1988,Endverbrauch - Dienstleistungen,Rohöl,keine Daten verfügbar
1988,Endverbrauch - Dienstleistungen,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Endverbrauch - Dienstleistungen,Wasserkraft,keine Daten verfügbar
1988,Endverbrauch - Haushalte,Elektrizität,45600
1988,Endverbrauch - Haushalte,Erdölprodukte,144530
1988,Endverbrauch - Haushalte,Fernwärme,4090
1988,Endverbrauch - Haushalte,Gas,22600
1988,Endverbrauch - Haushalte,Holzenergie,21140
1988,Endverbrauch - Haushalte,Kernbrennstoffe,keine Daten verfügbar
1988,Endverbrauch - Haushalte,Kohle,1120
1988,Endverbrauch - Haushalte,Müll und Industrieabfälle,0
1988,Endverbrauch - Haushalte,Rohöl,keine Daten verfügbar
1988,Endverbrauch - Haushalte,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Endverbrauch - Haushalte,Wasserkraft,keine Daten verfügbar
1988,Endverbrauch - Industrie,Elektrizität,59810
1988,Endverbrauch - Industrie,Erdölprodukte,53000
1988,Endverbrauch - Industrie,Fernwärme,2110
1988,Endverbrauch - Industrie,Gas,16450
1988,Endverbrauch - Industrie,Holzenergie,2710
1988,Endverbrauch - Industrie,Kernbrennstoffe,keine Daten verfügbar
1988,Endverbrauch - Industrie,Kohle,12870
1988,Endverbrauch - Industrie,Müll und Industrieabfälle,6590
1988,Endverbrauch - Industrie,Rohöl,keine Daten verfügbar
1988,Endverbrauch - Industrie,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Endverbrauch - Industrie,Wasserkraft,keine Daten verfügbar
1988,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Elektrizität,3250
1988,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Erdölprodukte,2050
1988,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Fernwärme,0
1988,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Gas,1270
1988,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Holzenergie,0
1988,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kernbrennstoffe,keine Daten verfügbar
1988,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kohle,0
1988,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Müll und Industrieabfälle,0
1988,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Rohöl,keine Daten verfügbar
1988,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Wasserkraft,keine Daten verfügbar
1988,Endverbrauch - Total,Elektrizität,159580
1988,Endverbrauch - Total,Erdölprodukte,489060
1988,Endverbrauch - Total,Fernwärme,10720
1988,Endverbrauch - Total,Gas,53800
1988,Endverbrauch - Total,Holzenergie,25010
1988,Endverbrauch - Total,Kernbrennstoffe,0
1988,Endverbrauch - Total,Kohle,14030
1988,Endverbrauch - Total,Müll und Industrieabfälle,6590
1988,Endverbrauch - Total,Rohöl,0
1988,Endverbrauch - Total,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Endverbrauch - Total,Wasserkraft,0
1988,Endverbrauch - Verkehr,Elektrizität,8790
1988,Endverbrauch - Verkehr,Erdölprodukte,227300
1988,Endverbrauch - Verkehr,Fernwärme,keine Daten verfügbar
1988,Endverbrauch - Verkehr,Gas,430
1988,Endverbrauch - Verkehr,Holzenergie,keine Daten verfügbar
1988,Endverbrauch - Verkehr,Kernbrennstoffe,keine Daten verfügbar
1988,Endverbrauch - Verkehr,Kohle,keine Daten verfügbar
1988,Endverbrauch - Verkehr,Müll und Industrieabfälle,keine Daten verfügbar
1988,Endverbrauch - Verkehr,Rohöl,keine Daten verfügbar
1988,Endverbrauch - Verkehr,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Endverbrauch - Verkehr,Wasserkraft,keine Daten verfügbar
1988,Energieumwandlung - Diverse Erneuerbare,Elektrizität,keine Daten verfügbar
1988,Energieumwandlung - Diverse Erneuerbare,Erdölprodukte,keine Daten verfügbar
1988,Energieumwandlung - Diverse Erneuerbare,Fernwärme,0
1988,Energieumwandlung - Diverse Erneuerbare,Gas,keine Daten verfügbar
1988,Energieumwandlung - Diverse Erneuerbare,Holzenergie,0
1988,Energieumwandlung - Diverse Erneuerbare,Kernbrennstoffe,keine Daten verfügbar
1988,Energieumwandlung - Diverse Erneuerbare,Kohle,keine Daten verfügbar
1988,Energieumwandlung - Diverse Erneuerbare,Müll und Industrieabfälle,keine Daten verfügbar
1988,Energieumwandlung - Diverse Erneuerbare,Rohöl,keine Daten verfügbar
1988,Energieumwandlung - Diverse Erneuerbare,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Energieumwandlung - Diverse Erneuerbare,Wasserkraft,keine Daten verfügbar
1988,Energieumwandlung - Gaswerke,Elektrizität,keine Daten verfügbar
1988,Energieumwandlung - Gaswerke,Erdölprodukte,-610
1988,Energieumwandlung - Gaswerke,Fernwärme,keine Daten verfügbar
1988,Energieumwandlung - Gaswerke,Gas,500
1988,Energieumwandlung - Gaswerke,Holzenergie,keine Daten verfügbar
1988,Energieumwandlung - Gaswerke,Kernbrennstoffe,keine Daten verfügbar
1988,Energieumwandlung - Gaswerke,Kohle,keine Daten verfügbar
1988,Energieumwandlung - Gaswerke,Müll und Industrieabfälle,keine Daten verfügbar
1988,Energieumwandlung - Gaswerke,Rohöl,keine Daten verfügbar
1988,Energieumwandlung - Gaswerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Energieumwandlung - Gaswerke,Wasserkraft,keine Daten verfügbar
1988,Energieumwandlung - Kernkraftwerke,Elektrizität,77410
1988,Energieumwandlung - Kernkraftwerke,Erdölprodukte,keine Daten verfügbar
1988,Energieumwandlung - Kernkraftwerke,Fernwärme,830
1988,Energieumwandlung - Kernkraftwerke,Gas,keine Daten verfügbar
1988,Energieumwandlung - Kernkraftwerke,Holzenergie,keine Daten verfügbar
1988,Energieumwandlung - Kernkraftwerke,Kernbrennstoffe,-234570
1988,Energieumwandlung - Kernkraftwerke,Kohle,keine Daten verfügbar
1988,Energieumwandlung - Kernkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
1988,Energieumwandlung - Kernkraftwerke,Rohöl,keine Daten verfügbar
1988,Energieumwandlung - Kernkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Energieumwandlung - Kernkraftwerke,Wasserkraft,keine Daten verfügbar
1988,Energieumwandlung - Raffinerien,Elektrizität,keine Daten verfügbar
1988,Energieumwandlung - Raffinerien,Erdölprodukte,166680
1988,Energieumwandlung - Raffinerien,Fernwärme,keine Daten verfügbar
1988,Energieumwandlung - Raffinerien,Gas,keine Daten verfügbar
1988,Energieumwandlung - Raffinerien,Holzenergie,keine Daten verfügbar
1988,Energieumwandlung - Raffinerien,Kernbrennstoffe,keine Daten verfügbar
1988,Energieumwandlung - Raffinerien,Kohle,keine Daten verfügbar
1988,Energieumwandlung - Raffinerien,Müll und Industrieabfälle,keine Daten verfügbar
1988,Energieumwandlung - Raffinerien,Rohöl,-167730
1988,Energieumwandlung - Raffinerien,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Energieumwandlung - Raffinerien,Wasserkraft,keine Daten verfügbar
1988,Energieumwandlung - Wasserkraftwerke,Elektrizität,131180
1988,Energieumwandlung - Wasserkraftwerke,Erdölprodukte,keine Daten verfügbar
1988,Energieumwandlung - Wasserkraftwerke,Fernwärme,keine Daten verfügbar
1988,Energieumwandlung - Wasserkraftwerke,Gas,keine Daten verfügbar
1988,Energieumwandlung - Wasserkraftwerke,Holzenergie,keine Daten verfügbar
1988,Energieumwandlung - Wasserkraftwerke,Kernbrennstoffe,keine Daten verfügbar
1988,Energieumwandlung - Wasserkraftwerke,Kohle,keine Daten verfügbar
1988,Energieumwandlung - Wasserkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
1988,Energieumwandlung - Wasserkraftwerke,Rohöl,keine Daten verfügbar
1988,Energieumwandlung - Wasserkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Energieumwandlung - Wasserkraftwerke,Wasserkraft,-131180
1988,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Elektrizität,3680
1988,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Erdölprodukte,-4770
1988,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Fernwärme,10960
1988,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Gas,-4190
1988,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Holzenergie,0
1988,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kernbrennstoffe,keine Daten verfügbar
1988,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kohle,-370
1988,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Müll und Industrieabfälle,-16200
1988,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Rohöl,keine Daten verfügbar
1988,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Uebrige erneuerbare Energien,keine Daten verfügbar
1988,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Wasserkraft,keine Daten verfügbar
1988,Export,Elektrizität,-89020
1988,Export,Erdölprodukte,-6850
1988,Export,Fernwärme,keine Daten verfügbar
1988,Export,Gas,-580
1988,Export,Holzenergie,keine Daten verfügbar
1988,Export,Kernbrennstoffe,keine Daten verfügbar
1988,Export,Kohle,-750
1988,Export,Müll und Industrieabfälle,keine Daten verfügbar
1988,Export,Rohöl,keine Daten verfügbar
1988,Export,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Export,Wasserkraft,keine Daten verfügbar
1988,Import,Elektrizität,54380
1988,Import,Erdölprodukte,349730
1988,Import,Fernwärme,keine Daten verfügbar
1988,Import,Gas,59010
1988,Import,Holzenergie,550
1988,Import,Kernbrennstoffe,234570
1988,Import,Kohle,13690
1988,Import,Müll und Industrieabfälle,keine Daten verfügbar
1988,Import,Rohöl,165850
1988,Import,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Import,Wasserkraft,keine Daten verfügbar
1988,Inlandproduktion,Elektrizität,keine Daten verfügbar
1988,Inlandproduktion,Erdölprodukte,keine Daten verfügbar
1988,Inlandproduktion,Fernwärme,keine Daten verfügbar
1988,Inlandproduktion,Gas,250
1988,Inlandproduktion,Holzenergie,24460
1988,Inlandproduktion,Kernbrennstoffe,keine Daten verfügbar
1988,Inlandproduktion,Kohle,0
1988,Inlandproduktion,Müll und Industrieabfälle,22790
1988,Inlandproduktion,Rohöl,0
1988,Inlandproduktion,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Inlandproduktion,Wasserkraft,131180
1988,Lagerveränderung,Elektrizität,keine Daten verfügbar
1988,Lagerveränderung,Erdölprodukte,15370
1988,Lagerveränderung,Fernwärme,keine Daten verfügbar
1988,Lagerveränderung,Gas,keine Daten verfügbar
1988,Lagerveränderung,Holzenergie,keine Daten verfügbar
1988,Lagerveränderung,Kernbrennstoffe,keine Daten verfügbar
1988,Lagerveränderung,Kohle,1460
1988,Lagerveränderung,Müll und Industrieabfälle,keine Daten verfügbar
1988,Lagerveränderung,Rohöl,1880
1988,Lagerveränderung,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Lagerveränderung,Wasserkraft,keine Daten verfügbar
1988,Nichtenergetischer Verbrauch,Elektrizität,keine Daten verfügbar
1988,Nichtenergetischer Verbrauch,Erdölprodukte,-23700
1988,Nichtenergetischer Verbrauch,Fernwärme,keine Daten verfügbar
1988,Nichtenergetischer Verbrauch,Gas,keine Daten verfügbar
1988,Nichtenergetischer Verbrauch,Holzenergie,keine Daten verfügbar
1988,Nichtenergetischer Verbrauch,Kernbrennstoffe,keine Daten verfügbar
1988,Nichtenergetischer Verbrauch,Kohle,keine Daten verfügbar
1988,Nichtenergetischer Verbrauch,Müll und Industrieabfälle,keine Daten verfügbar
1988,Nichtenergetischer Verbrauch,Rohöl,keine Daten verfügbar
1988,Nichtenergetischer Verbrauch,Uebrige erneuerbare Energien,keine Daten verfügbar
1988,Nichtenergetischer Verbrauch,Wasserkraft,keine Daten verfügbar
1989,Bruttoverbrauch,Elektrizität,-9060
1989,Bruttoverbrauch,Erdölprodukte,389970
1989,Bruttoverbrauch,Fernwärme,0
1989,Bruttoverbrauch,Gas,63820
1989,Bruttoverbrauch,Holzenergie,24870
1989,Bruttoverbrauch,Kernbrennstoffe,235010
1989,Bruttoverbrauch,Kohle,14890
1989,Bruttoverbrauch,Müll und Industrieabfälle,22970
1989,Bruttoverbrauch,Rohöl,128580
1989,Bruttoverbrauch,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Bruttoverbrauch,Wasserkraft,109750
1989,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Elektrizität,-18330
1989,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Erdölprodukte,-5360
1989,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Fernwärme,-1090
1989,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Gas,-1280
1989,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Holzenergie,keine Daten verfügbar
1989,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kernbrennstoffe,keine Daten verfügbar
1989,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kohle,keine Daten verfügbar
1989,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Müll und Industrieabfälle,keine Daten verfügbar
1989,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Rohöl,keine Daten verfügbar
1989,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Uebrige erneuerbare Energien,keine Daten verfügbar
1989,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Wasserkraft,keine Daten verfügbar
1989,Endverbrauch - Dienstleistungen,Elektrizität,43890
1989,Endverbrauch - Dienstleistungen,Erdölprodukte,57600
1989,Endverbrauch - Dienstleistungen,Fernwärme,4510
1989,Endverbrauch - Dienstleistungen,Gas,14100
1989,Endverbrauch - Dienstleistungen,Holzenergie,1170
1989,Endverbrauch - Dienstleistungen,Kernbrennstoffe,keine Daten verfügbar
1989,Endverbrauch - Dienstleistungen,Kohle,40
1989,Endverbrauch - Dienstleistungen,Müll und Industrieabfälle,0
1989,Endverbrauch - Dienstleistungen,Rohöl,keine Daten verfügbar
1989,Endverbrauch - Dienstleistungen,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Endverbrauch - Dienstleistungen,Wasserkraft,keine Daten verfügbar
1989,Endverbrauch - Haushalte,Elektrizität,46350
1989,Endverbrauch - Haushalte,Erdölprodukte,136410
1989,Endverbrauch - Haushalte,Fernwärme,4160
1989,Endverbrauch - Haushalte,Gas,24160
1989,Endverbrauch - Haushalte,Holzenergie,20960
1989,Endverbrauch - Haushalte,Kernbrennstoffe,keine Daten verfügbar
1989,Endverbrauch - Haushalte,Kohle,970
1989,Endverbrauch - Haushalte,Müll und Industrieabfälle,0
1989,Endverbrauch - Haushalte,Rohöl,keine Daten verfügbar
1989,Endverbrauch - Haushalte,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Endverbrauch - Haushalte,Wasserkraft,keine Daten verfügbar
1989,Endverbrauch - Industrie,Elektrizität,61380
1989,Endverbrauch - Industrie,Erdölprodukte,51710
1989,Endverbrauch - Industrie,Fernwärme,2110
1989,Endverbrauch - Industrie,Gas,18390
1989,Endverbrauch - Industrie,Holzenergie,2740
1989,Endverbrauch - Industrie,Kernbrennstoffe,keine Daten verfügbar
1989,Endverbrauch - Industrie,Kohle,13000
1989,Endverbrauch - Industrie,Müll und Industrieabfälle,6640
1989,Endverbrauch - Industrie,Rohöl,keine Daten verfügbar
1989,Endverbrauch - Industrie,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Endverbrauch - Industrie,Wasserkraft,keine Daten verfügbar
1989,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Elektrizität,3270
1989,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Erdölprodukte,1300
1989,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Fernwärme,0
1989,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Gas,1660
1989,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Holzenergie,0
1989,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kernbrennstoffe,keine Daten verfügbar
1989,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kohle,0
1989,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Müll und Industrieabfälle,0
1989,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Rohöl,keine Daten verfügbar
1989,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Uebrige erneuerbare Energien,keine Daten verfügbar
1989,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Wasserkraft,keine Daten verfügbar
1989,Endverbrauch - Total,Elektrizität,163810
1989,Endverbrauch - Total,Erdölprodukte,483030
1989,Endverbrauch - Total,Fernwärme,10780
1989,Endverbrauch - Total,Gas,58830
1989,Endverbrauch - Total,Holzenergie,24870
