Jahr,Rubrik,Energietraeger,TJ
2000,Energieumwandlung - Raffinerien,Kernbrennstoffe,keine Daten verfügbar
2000,Energieumwandlung - Raffinerien,Kohle,keine Daten verfügbar
2000,Energieumwandlung - Raffinerien,Müll und Industrieabfälle,keine Daten verfügbar
2000,Energieumwandlung - Raffinerien,Rohöl,-198260
2000,Energieumwandlung - Raffinerien,Uebrige erneuerbare Energien,keine Daten verfügbar
2000,Energieumwandlung - Raffinerien,Wasserkraft,keine Daten verfügbar
2000,Energieumwandlung - Wasserkraftwerke,Elektrizität,136260
2000,Energieumwandlung - Wasserkraftwerke,Erdölprodukte,keine Daten verfügbar
2000,Energieumwandlung - Wasserkraftwerke,Fernwärme,keine Daten verfügbar
2000,Energieumwandlung - Wasserkraftwerke,Gas,keine Daten verfügbar
2000,Energieumwandlung - Wasserkraftwerke,Holzenergie,keine Daten verfügbar
2000,Energieumwandlung - Wasserkraftwerke,Kernbrennstoffe,keine Daten verfügbar
2000,Energieumwandlung - Wasserkraftwerke,Kohle,keine Daten verfügbar
2000,Energieumwandlung - Wasserkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
2000,Energieumwandlung - Wasserkraftwerke,Rohöl,keine Daten verfügbar
2000,Energieumwandlung - Wasserkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
2000,Energieumwandlung - Wasserkraftwerke,Wasserkraft,-136260
2000,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Elektrizität,8530
2000,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Erdölprodukte,-1130
2000,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Fernwärme,13120
2000,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Gas,-8190
2000,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Holzenergie,-190
2000,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kernbrennstoffe,keine Daten verfügbar
2000,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kohle,0
2000,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Müll und Industrieabfälle,-35120
2000,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Rohöl,keine Daten verfügbar
2000,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Uebrige erneuerbare Energien,keine Daten verfügbar
2000,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Wasserkraft,keine Daten verfügbar
2000,Export,Elektrizität,-113040
2000,Export,Erdölprodukte,-27640
2000,Export,Fernwärme,keine Daten verfügbar
2000,Export,Gas,keine Daten verfügbar
2000,Export,Holzenergie,-340
2000,Export,Kernbrennstoffe,keine Daten verfügbar
2000,Export,Kohle,-10
2000,Export,Müll und Industrieabfälle,keine Daten verfügbar
2000,Export,Rohöl,keine Daten verfügbar
2000,Export,Uebrige erneuerbare Energien,0
2000,Export,Wasserkraft,keine Daten verfügbar
2000,Import,Elektrizität,87590
2000,Import,Erdölprodukte,329410
2000,Import,Fernwärme,keine Daten verfügbar
2000,Import,Gas,101880
2000,Import,Holzenergie,340
2000,Import,Kernbrennstoffe,272170
2000,Import,Kohle,7830
2000,Import,Müll und Industrieabfälle,keine Daten verfügbar
2000,Import,Rohöl,198090
2000,Import,Uebrige erneuerbare Energien,0
2000,Import,Wasserkraft,keine Daten verfügbar
2000,Inlandproduktion,Elektrizität,keine Daten verfügbar
2000,Inlandproduktion,Erdölprodukte,keine Daten verfügbar
2000,Inlandproduktion,Fernwärme,keine Daten verfügbar
2000,Inlandproduktion,Gas,0
2000,Inlandproduktion,Holzenergie,28390
2000,Inlandproduktion,Kernbrennstoffe,keine Daten verfügbar
2000,Inlandproduktion,Kohle,0
2000,Inlandproduktion,Müll und Industrieabfälle,45560
2000,Inlandproduktion,Rohöl,0
2000,Inlandproduktion,Uebrige erneuerbare Energien,7440
2000,Inlandproduktion,Wasserkraft,136260
2000,Lagerveränderung,Elektrizität,keine Daten verfügbar
2000,Lagerveränderung,Erdölprodukte,35760
2000,Lagerveränderung,Fernwärme,keine Daten verfügbar
2000,Lagerveränderung,Gas,keine Daten verfügbar
2000,Lagerveränderung,Holzenergie,keine Daten verfügbar
2000,Lagerveränderung,Kernbrennstoffe,keine Daten verfügbar
2000,Lagerveränderung,Kohle,-2050
2000,Lagerveränderung,Müll und Industrieabfälle,keine Daten verfügbar
2000,Lagerveränderung,Rohöl,170
2000,Lagerveränderung,Uebrige erneuerbare Energien,keine Daten verfügbar
2000,Lagerveränderung,Wasserkraft,keine Daten verfügbar
2000,Nichtenergetischer Verbrauch,Elektrizität,keine Daten verfügbar
2000,Nichtenergetischer Verbrauch,Erdölprodukte,-22350
2000,Nichtenergetischer Verbrauch,Fernwärme,keine Daten verfügbar
2000,Nichtenergetischer Verbrauch,Gas,keine Daten verfügbar
2000,Nichtenergetischer Verbrauch,Holzenergie,keine Daten verfügbar
2000,Nichtenergetischer Verbrauch,Kernbrennstoffe,keine Daten verfügbar
2000,Nichtenergetischer Verbrauch,Kohle,keine Daten verfügbar
2000,Nichtenergetischer Verbrauch,Müll und Industrieabfälle,keine Daten verfügbar
2000,Nichtenergetischer Verbrauch,Rohöl,keine Daten verfügbar
2000,Nichtenergetischer Verbrauch,Uebrige erneuerbare Energien,keine Daten verfügbar
2000,Nichtenergetischer Verbrauch,Wasserkraft,keine Daten verfügbar
2001,Bruttoverbrauch,Elektrizität,-37590
2001,Bruttoverbrauch,Erdölprodukte,337980
2001,Bruttoverbrauch,Fernwärme,keine Daten verfügbar
2001,Bruttoverbrauch,Gas,106040
2001,Bruttoverbrauch,Holzenergie,30200
2001,Bruttoverbrauch,Kernbrennstoffe,275920
2001,Bruttoverbrauch,Kohle,6030
2001,Bruttoverbrauch,Müll und Industrieabfälle,46360
2001,Bruttoverbrauch,Rohöl,209840
2001,Bruttoverbrauch,Uebrige erneuerbare Energien,7920
2001,Bruttoverbrauch,Wasserkraft,152140
2001,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Elektrizität,-21540
2001,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Erdölprodukte,-10950
2001,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Fernwärme,-1450
2001,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Gas,-200
2001,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Holzenergie,keine Daten verfügbar
2001,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kernbrennstoffe,keine Daten verfügbar
2001,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kohle,keine Daten verfügbar
2001,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Müll und Industrieabfälle,keine Daten verfügbar
2001,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Rohöl,keine Daten verfügbar
2001,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Uebrige erneuerbare Energien,keine Daten verfügbar
2001,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Wasserkraft,keine Daten verfügbar
2001,Endverbrauch - Dienstleistungen,Elektrizität,55530
2001,Endverbrauch - Dienstleistungen,Erdölprodukte,57610
2001,Endverbrauch - Dienstleistungen,Fernwärme,2930
2001,Endverbrauch - Dienstleistungen,Gas,21580
2001,Endverbrauch - Dienstleistungen,Holzenergie,4320
2001,Endverbrauch - Dienstleistungen,Kernbrennstoffe,keine Daten verfügbar
2001,Endverbrauch - Dienstleistungen,Kohle,0
2001,Endverbrauch - Dienstleistungen,Müll und Industrieabfälle,0
2001,Endverbrauch - Dienstleistungen,Rohöl,keine Daten verfügbar
2001,Endverbrauch - Dienstleistungen,Uebrige erneuerbare Energien,1960
2001,Endverbrauch - Dienstleistungen,Wasserkraft,keine Daten verfügbar
2001,Endverbrauch - Haushalte,Elektrizität,57890
2001,Endverbrauch - Haushalte,Erdölprodukte,122850
2001,Endverbrauch - Haushalte,Fernwärme,5150
2001,Endverbrauch - Haushalte,Gas,38240
2001,Endverbrauch - Haushalte,Holzenergie,19000
2001,Endverbrauch - Haushalte,Kernbrennstoffe,keine Daten verfügbar
2001,Endverbrauch - Haushalte,Kohle,130
2001,Endverbrauch - Haushalte,Müll und Industrieabfälle,0
2001,Endverbrauch - Haushalte,Rohöl,keine Daten verfügbar
2001,Endverbrauch - Haushalte,Uebrige erneuerbare Energien,4210
2001,Endverbrauch - Haushalte,Wasserkraft,keine Daten verfügbar
2001,Endverbrauch - Industrie,Elektrizität,65870
2001,Endverbrauch - Industrie,Erdölprodukte,38870
2001,Endverbrauch - Industrie,Fernwärme,5820
2001,Endverbrauch - Industrie,Gas,32860
2001,Endverbrauch - Industrie,Holzenergie,6000
2001,Endverbrauch - Industrie,Kernbrennstoffe,keine Daten verfügbar
2001,Endverbrauch - Industrie,Kohle,5900
2001,Endverbrauch - Industrie,Müll und Industrieabfälle,10450
2001,Endverbrauch - Industrie,Rohöl,keine Daten verfügbar
2001,Endverbrauch - Industrie,Uebrige erneuerbare Energien,490
2001,Endverbrauch - Industrie,Wasserkraft,keine Daten verfügbar
2001,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Elektrizität,3670
2001,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Erdölprodukte,7420
2001,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Fernwärme,0
2001,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Gas,4380
2001,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Holzenergie,630
2001,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kernbrennstoffe,keine Daten verfügbar
2001,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kohle,0
2001,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Müll und Industrieabfälle,0
2001,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Rohöl,keine Daten verfügbar
2001,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Uebrige erneuerbare Energien,50
2001,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Wasserkraft,keine Daten verfügbar
2001,Endverbrauch - Total,Elektrizität,193500
2001,Endverbrauch - Total,Erdölprodukte,512620
2001,Endverbrauch - Total,Fernwärme,13900
2001,Endverbrauch - Total,Gas,97420
2001,Endverbrauch - Total,Holzenergie,29950
2001,Endverbrauch - Total,Kernbrennstoffe,0
2001,Endverbrauch - Total,Kohle,6030
2001,Endverbrauch - Total,Müll und Industrieabfälle,10450
2001,Endverbrauch - Total,Rohöl,0
2001,Endverbrauch - Total,Uebrige erneuerbare Energien,6780
2001,Endverbrauch - Total,Wasserkraft,0
2001,Endverbrauch - Verkehr,Elektrizität,10540
2001,Endverbrauch - Verkehr,Erdölprodukte,285870
2001,Endverbrauch - Verkehr,Fernwärme,keine Daten verfügbar
2001,Endverbrauch - Verkehr,Gas,360
2001,Endverbrauch - Verkehr,Holzenergie,keine Daten verfügbar
2001,Endverbrauch - Verkehr,Kernbrennstoffe,keine Daten verfügbar
2001,Endverbrauch - Verkehr,Kohle,keine Daten verfügbar
2001,Endverbrauch - Verkehr,Müll und Industrieabfälle,keine Daten verfügbar
2001,Endverbrauch - Verkehr,Rohöl,keine Daten verfügbar
2001,Endverbrauch - Verkehr,Uebrige erneuerbare Energien,70
2001,Endverbrauch - Verkehr,Wasserkraft,keine Daten verfügbar
2001,Energieumwandlung - Diverse Erneuerbare,Elektrizität,670
2001,Energieumwandlung - Diverse Erneuerbare,Erdölprodukte,keine Daten verfügbar
2001,Energieumwandlung - Diverse Erneuerbare,Fernwärme,50
2001,Energieumwandlung - Diverse Erneuerbare,Gas,20
2001,Energieumwandlung - Diverse Erneuerbare,Holzenergie,-70
2001,Energieumwandlung - Diverse Erneuerbare,Kernbrennstoffe,keine Daten verfügbar
2001,Energieumwandlung - Diverse Erneuerbare,Kohle,keine Daten verfügbar
2001,Energieumwandlung - Diverse Erneuerbare,Müll und Industrieabfälle,keine Daten verfügbar
2001,Energieumwandlung - Diverse Erneuerbare,Rohöl,keine Daten verfügbar
2001,Energieumwandlung - Diverse Erneuerbare,Uebrige erneuerbare Energien,-1140
2001,Energieumwandlung - Diverse Erneuerbare,Wasserkraft,keine Daten verfügbar
2001,Energieumwandlung - Gaswerke,Elektrizität,keine Daten verfügbar
2001,Energieumwandlung - Gaswerke,Erdölprodukte,-100
2001,Energieumwandlung - Gaswerke,Fernwärme,keine Daten verfügbar
2001,Energieumwandlung - Gaswerke,Gas,90
2001,Energieumwandlung - Gaswerke,Holzenergie,keine Daten verfügbar
2001,Energieumwandlung - Gaswerke,Kernbrennstoffe,keine Daten verfügbar
2001,Energieumwandlung - Gaswerke,Kohle,keine Daten verfügbar
2001,Energieumwandlung - Gaswerke,Müll und Industrieabfälle,keine Daten verfügbar
2001,Energieumwandlung - Gaswerke,Rohöl,keine Daten verfügbar
2001,Energieumwandlung - Gaswerke,Uebrige erneuerbare Energien,keine Daten verfügbar
2001,Energieumwandlung - Gaswerke,Wasserkraft,keine Daten verfügbar
2001,Energieumwandlung - Kernkraftwerke,Elektrizität,91050
2001,Energieumwandlung - Kernkraftwerke,Erdölprodukte,keine Daten verfügbar
2001,Energieumwandlung - Kernkraftwerke,Fernwärme,1130
2001,Energieumwandlung - Kernkraftwerke,Gas,keine Daten verfügbar
2001,Energieumwandlung - Kernkraftwerke,Holzenergie,keine Daten verfügbar
2001,Energieumwandlung - Kernkraftwerke,Kernbrennstoffe,-275920
2001,Energieumwandlung - Kernkraftwerke,Kohle,keine Daten verfügbar
2001,Energieumwandlung - Kernkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
2001,Energieumwandlung - Kernkraftwerke,Rohöl,keine Daten verfügbar
2001,Energieumwandlung - Kernkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
2001,Energieumwandlung - Kernkraftwerke,Wasserkraft,keine Daten verfügbar
